Mandal,Date,Rain (mm),Min Temp,Max Temp,Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph),SO2,Nox,PM 10,NH3,PM 2.5,Petrol Vehicle,Diesel Vehicle,Electric Vehicle,1-3 seater,4-7 seater,8-20 seater,20+ seater,AQI
Bela,20-09-2023,3.765586695,20.01922579,,17.70306797,101.9844847,0.083820635,4.732829048,11.73578108,30.20433087,54.6678755,38.56170935,20.93287824,-398.4152323,-8.442591585,0.272753376,-79.13251743,4.364315831,0.007018429,0.067067201,
Bela,21-09-2023,11.05542684,19.24208996,,23.1111103,105.4523439,0.663815579,1.011221148,11.73523192,30.20495317,54.6707384,38.56548665,20.92934455,-400.4896823,-7.996076582,-0.327432316,-78.78457154,2.769518687,0.007238248,0.067066203,
Bela,22-09-2023,22.79855213,19.04528477,,36.10294732,105.5359514,0.083823937,0.43271905,11.7346039,30.20553356,54.67328377,38.56995451,20.9264078,-403.3015556,-9.153416553,-0.527519413,-80.86391155,1.574154891,0.007450802,0.067064847,
Bela,23-09-2023,1.644449066,19.68786249,,27.16924068,105.31489,0.083821446,0.570123384,11.73357987,30.20627953,54.67728247,38.57322326,20.92382399,-399.190351,-7.513603608,-0.527427025,-76.03939809,3.378549445,0.007584265,0.067063485,
Bela,24-09-2023,2.715603926,19.66046476,,24.4411965,104.3799976,0.083824002,2.365713284,11.73227394,30.20621967,54.682027,38.57632554,20.92106056,-408.7333308,-7.864919605,-0.127433891,-84.17356236,3.181414189,0.007673411,0.067062017,
Bela,25-09-2023,2.908062636,19.73267087,,19.13735681,105.3302285,0.083822728,3.06526388,11.73046904,30.20588047,54.68597953,38.57956764,20.91806802,-407.931524,-5.448960286,-0.127486077,-82.4926524,4.585408568,0.00770673,0.067060853,
Bela,26-09-2023,2.9551245,19.56518526,,24.3478894,104.8819126,0.163824655,7.97795879,11.72876223,30.2055508,54.69103888,38.58254669,20.91572508,-401.3154007,-3.628686501,-0.327641425,-73.3867043,4.590206811,0.007800778,0.067059611,
Bela,27-09-2023,7.096062988,19.87696087,,22.79455998,105.1961297,0.083821302,0.376387486,11.72620927,30.20501729,54.69225105,38.58474963,20.91330233,-403.0580887,-8.014596543,0.272494722,-76.2169881,3.196391465,0.007799172,0.067058422,
Bela,28-09-2023,7.587098316,18.97879919,,20.75592864,102.658151,0.103819499,-1.817493344,11.72348578,30.20380422,54.69336635,38.58548438,20.91126308,-401.1351828,-4.409560797,0.272362831,-71.03345857,4.200970167,0.00783694,0.067057752,
Bela,29-09-2023,3.495616226,18.94037086,,20.34478977,105.3158139,0.083820721,3.020843145,11.72049935,30.20238225,54.69217426,38.58494147,20.90935006,-387.9062371,8.597746023,0.872612485,-46.26643742,8.006733372,0.20813452,0.067057073,
Bela,30-09-2023,1.074556042,19.22231568,,18.2756985,105.0325028,0.103817126,0.08597879,11.77778176,30.48110746,57.69038826,37.7843382,20.9079553,-436.2738406,-13.77544762,-0.527557212,-107.5142685,-1.587756871,0.008276191,0.067056639,
Bela,01-10-2023,1.07491175,19.34470234,,13.21143377,104.7665636,0.083812561,-0.390780815,12.05425566,31.23875824,60.49059983,38.78431608,21.10620804,-396.8580486,-8.958846257,-0.127503939,-67.52833866,3.816667169,0.008383104,0.067056197,
Bela,02-10-2023,5.960522222,18.66700903,,11.7123564,104.3950693,0.083810839,2.825743897,12.0514314,31.23540259,60.48985709,38.78429109,21.10472308,-406.6268893,-10.53036841,0.072245152,-75.65788813,2.221539856,0.008425267,0.067055959,
Bela,03-10-2023,1.075733538,18.88953064,,13.26105611,102.7502233,0.083806775,3.308141048,12.04826204,31.23169652,60.49155797,38.78425736,21.10343908,-401.5333203,-8.28270433,0.072172181,-69.52138628,4.426092813,0.008403301,0.067055336,
Bela,04-10-2023,1.076458352,18.43149257,,8.093889139,103.7960554,0.083808145,2.152949843,12.04569805,31.22664192,60.49150261,38.78578677,21.10237069,-404.1548603,-8.225066746,-0.327876996,-72.43977217,4.229223414,0.008415053,0.067054479,
Bela,05-10-2023,1.076778238,18.79368828,,10.85725278,103.1386347,0.083805674,1.257689522,12.04354096,31.22170804,60.48991677,38.78597341,21.10198252,-398.1048427,-7.972184526,0.872098506,-63.287523,3.430689357,0.008348504,0.067053826,
Bela,06-10-2023,2.682529591,18.81597816,,8.325790433,104.6724177,0.083808144,1.27928969,12.04154057,31.21529111,60.49477915,38.78689204,21.101887,-387.8679682,-4.305372162,1.272097407,-50.32465467,6.231455785,0.008331886,0.0670525,
Bela,07-10-2023,5.181721392,19.01892309,,13.71078483,104.5360627,0.083806493,3.418021342,12.03734478,31.20958427,60.4887376,38.7882821,21.0998954,-387.2610122,-3.636015747,0.072124666,-51.02098485,7.632927522,0.008326443,0.067051479,
Bela,08-10-2023,1.982251983,18.30162914,,21.67556094,105.2816224,0.083807838,4.711185295,12.0338556,31.20513853,60.48406633,38.78787217,21.09744996,-399.7312033,-6.764475196,-0.327795797,-61.95620829,3.434923409,0.008353028,0.067050861,
Bela,09-10-2023,1.078319234,18.5434821,,12.90025222,105.1215547,0.08381075,3.662595692,12.03047178,31.20151531,60.48350934,38.78717308,21.09432579,-400.4273585,-6.295256003,-0.527721893,-62.42162914,3.436480495,0.008357618,0.067050422,
Bela,10-10-2023,4.925714415,18.34495241,,15.49342856,104.8611448,0.08381381,3.454025154,12.02800129,31.19820802,60.48691841,38.78485925,21.0910813,-398.0257517,-6.841645978,-0.52761563,-61.73953262,6.438877663,0.008333009,0.067050365,
Bela,11-10-2023,4.880379565,18.3065459,,12.4866816,102.8709544,0.0838161,4.33243425,12.02589869,31.1944711,60.49061099,38.78124648,21.08839159,-399.2030083,-4.788343291,-0.3273867,-59.19792847,6.841453465,0.008269702,0.067050659,
Bela,12-10-2023,2.353923724,17.30824337,,11.68884609,103.6268087,0.083820143,6.475110006,12.02376643,31.19004557,60.4946464,38.77883831,21.08641742,-391.9685559,-1.956165726,-0.126928109,-48.92716595,7.843789052,0.008179327,0.067050686,
Bela,13-10-2023,5.272429583,17.29039447,,14.38096547,103.7992847,0.083821704,3.448964939,12.02167889,31.18527281,60.49756717,38.77729311,21.08449867,-388.4773245,-3.124841138,-0.126477091,-45.52578282,8.847178938,0.008103031,0.067049873,
Bela,14-10-2023,1.371360119,17.57257874,,12.41449025,104.4187136,0.083827202,3.864420821,12.01992074,31.18000004,60.4981849,38.77409098,21.0826524,-394.1556152,-2.901079934,-0.12611796,-48.80395517,7.850456613,0.008035811,0.067047717,
Bela,15-10-2023,3.597603595,16.45393512,,8.398088903,104.5402815,0.08383279,2.049656783,12.01847744,31.1744976,60.49716984,38.77256799,21.08108042,-404.7122547,-6.071336922,-0.325797279,-58.8210854,4.452543445,0.007988261,0.067044028,
Bela,16-10-2023,8.949320237,17.4945902,,12.94852752,102.4087674,0.08383514,3.179752423,12.01699595,31.16854862,60.49442673,38.77262463,21.07955511,-404.2837503,-8.227547125,-0.125445908,-58.68015872,3.254230857,0.207925753,0.067040927,
Bela,17-10-2023,5.886781271,18.25504849,,17.61545804,104.178267,0.083839588,2.188762093,12.01530924,31.16214944,60.49148812,38.77209192,21.07760559,-373.3576916,-6.391662828,0.075013901,-26.39703465,4.656070066,0.20786987,0.067040694,
Bela,18-10-2023,3.707698192,18.55557339,,20.63168904,104.1029168,0.083842059,2.588165433,12.01353206,31.15632276,60.48892661,38.77224528,21.07550019,-368.6230149,-2.728195153,0.275422779,-18.78965799,5.457352729,0.007899078,0.067044382,
Bela,19-10-2023,1.798488215,17.75640381,,16.22538804,104.2641337,0.0838415,1.913463574,12.0116747,31.15121457,60.48673117,38.77254788,21.07334455,-391.2930591,-0.463972621,1.075855276,-38.00654742,5.059829998,0.007942745,0.067041292,
Bela,20-10-2023,4.050870052,17.27709807,,13.57687958,104.8457731,0.083844063,2.265706729,12.00955091,31.14599237,60.48487517,38.7726456,21.07101691,-375.8706446,2.012045822,0.476210033,-21.67404437,7.661571505,0.00794931,0.267023562,
Bela,21-10-2023,1.537925522,16.65826169,,16.60795474,104.658776,0.083841651,3.099268032,12.00720709,31.14137426,60.48518731,38.7736152,21.06806336,-365.8407609,3.091867645,0.07666335,-10.92886763,9.062608733,0.007917288,0.267023257,
Bela,22-10-2023,1.088186049,15.4593992,,5.801433004,104.336083,0.08384197,3.578773914,12.00483804,31.13750927,60.48576809,38.77462422,21.0650959,-375.7770532,1.139845209,0.27714424,-19.34297997,6.864126522,0.007927827,0.067040381,
Bela,23-10-2023,1.088900339,15.20048927,,0.7082286,103.9783039,0.083840619,1.877165045,12.00261962,31.13408373,60.4866108,38.7737627,21.06222098,-393.4589435,-0.213112556,-0.32240987,-38.81213468,7.86608648,0.008029511,0.067042148,
Bela,24-10-2023,1.661935307,14.7412557,,0.703866033,103.316863,0.283839591,2.021414255,12.00027596,31.13118459,60.48892334,38.7734433,21.05966748,-395.8592169,0.399551365,-0.522238857,-42.8104023,11.66708826,0.008168455,0.067036673,
Bela,25-10-2023,1.090354961,14.44204609,,3.867384065,105.4804983,0.083833987,2.540522636,11.99798416,31.12882294,60.49063312,38.77278686,21.05738398,-373.1535151,4.282837262,-0.521985504,-12.52623084,11.06832383,0.008329485,0.067034564,
Bela,26-10-2023,4.838775255,14.22250833,,-1.065108514,105.1825259,0.083832873,2.644804612,11.99606083,31.12602403,60.49491704,38.76973286,21.05612664,-379.6531246,-0.484242282,-0.321645025,-12.51213561,3.270676563,0.00849533,0.067034325,
Bela,27-10-2023,2.199223699,13.56294007,,1.277882473,103.5989842,0.083832244,1.933766174,11.99448034,31.12426657,60.49912716,38.7669977,21.055168,-404.1466726,-3.409235898,-0.521422433,-36.47220975,0.471527892,0.408664135,0.067034378,
Bela,28-10-2023,1.091933104,13.12331008,,2.760709322,103.4105038,0.263825233,4.40017,11.99200473,31.12262473,60.50054588,38.76439199,21.05378431,-382.6614799,6.490475018,-0.121093623,-5.931450207,3.871954215,0.608816028,0.067032981,
Bela,29-10-2023,1.831011926,12.20333914,,0.26537057,104.1531158,0.083825512,3.023851984,11.99045508,31.12114712,60.50370131,38.76136313,21.05298207,-369.1879684,14.88680235,-0.120831032,15.18503474,6.872663489,0.208998243,0.067031876,
Bela,30-10-2023,1.203876936,13.42289095,,-0.160670674,103.2999222,0.083821661,0.017673704,11.98837148,31.1210407,60.50433652,38.75833996,21.05218036,-333.5800129,15.74972392,-0.120585232,53.23255117,4.073228989,0.00926364,0.067032001,
Bela,31-10-2023,2.081222098,13.5224665,,4.248874887,103.6592692,0.083827162,1.797303135,11.94667447,31.05919376,61.10567939,40.15431612,21.0514464,-433.7056808,-10.236741,-0.320319263,-62.12274972,-1.326618599,0.009530706,0.067028689,
Bela,01-11-2023,1.365131522,12.37892875,,2.941761379,104.9364924,0.100411925,-0.148754278,12.02017161,31.31012401,62.10725377,43.41220012,20.8006708,-437.674817,-11.63375781,-0.82787096,-80.13048091,6.004756806,0.009867752,0.080425523,
Bela,02-11-2023,1.776117767,12.42781109,,2.457054466,105.1241438,0.100404902,3.403224964,12.01816416,31.30979955,62.10864223,43.41109347,20.8003195,-427.44414,-9.852502463,-0.827405242,-65.48734951,3.754672851,0.260137515,0.080425798,
Bela,03-11-2023,1.367133434,13.65123773,,2.18137134,105.3328527,0.100398785,2.658840011,12.01658828,31.31141582,62.11227884,43.41160705,20.79994376,-449.3189984,-10.05805449,-0.826747692,-83.8980396,0.753181406,0.260359445,0.080425861,
Bela,04-11-2023,1.367923305,14.04924639,,0.711352309,105.2732489,0.100394491,0.267962672,12.0134222,31.31036502,62.1189726,43.41283672,20.79912872,-454.1309034,-11.48798042,-0.326281123,-87.95840898,0.502664761,0.01055527,0.080425761,
Bela,05-11-2023,1.368704832,13.14848982,,2.511806474,104.9543569,0.100391891,0.805777775,12.01044892,31.30731816,62.12201487,43.41504587,20.797478,-440.8847197,-11.91153278,-0.075722026,-76.58447377,2.752851426,0.010824981,0.080425765,
Bela,06-11-2023,1.370233726,12.42303838,,-1.143976505,105.4220952,0.100387526,1.31604186,12.00982833,31.30693754,62.12922698,43.41739662,20.79612719,-441.1557424,-13.11346449,-0.075196037,-76.35281176,1.504063599,0.011128189,0.080426028,
Bela,07-11-2023,1.370821144,12.47169992,,2.259791145,103.3850958,0.125387298,1.538621435,12.01049246,31.30814451,62.13945558,43.41875453,20.79500602,-453.1282585,-14.35927101,-0.324734899,-86.13729634,-1.74385543,0.011415845,0.080426274,
Bela,08-11-2023,1.371616543,10.82004549,,2.158800897,104.2107972,0.10038644,0.029771558,12.01086313,31.31005941,62.14929968,43.41716225,20.79455249,-433.727692,-12.86925826,-0.324218393,-66.73775018,0.507896123,0.011675328,0.080426637,
Bela,09-11-2023,1.372393643,9.19421993,,-1.135727836,103.9974268,0.125383299,0.854764588,12.01138972,31.3125476,62.15844868,43.41712833,20.79457855,-411.3895472,-10.11428418,-0.07380115,-43.72820457,4.509955619,0.261892758,0.08042687,
Bela,10-11-2023,1.373184914,8.893077403,,-4.878476501,104.0282817,0.125383958,-0.238045513,12.01145779,31.31539315,62.16761325,43.41866421,20.79465439,-441.2648335,-11.08361077,-0.323589408,-73.3246556,4.262258009,0.262040934,0.080427055,
Bela,11-11-2023,1.373600169,8.566792533,,-7.057012652,103.0107812,0.100386383,1.032541698,12.01144698,31.31917407,62.1770545,43.42168611,20.79478112,-444.7953027,-11.0258425,-0.073015681,-75.23527834,4.26608982,0.012230979,0.080427165,
Bela,12-11-2023,1.375233649,10.04116726,,-10.57788936,101.6392951,0.100386811,0.761182958,12.0113169,31.32295889,62.18671428,43.42612128,20.7954367,-416.255,-9.702972716,-0.322183047,-45.38723503,5.520006786,0.012379398,0.080427174,
Bela,13-11-2023,1.375684062,11.91591744,,-1.110578242,102.4475093,0.100387884,1.261267935,12.01113527,31.32605417,62.19616575,43.43185079,20.79676267,-438.1119829,-9.878906481,-0.571321755,-64.05268856,3.774903576,0.012574403,0.080427106,
Bela,14-11-2023,1.445640182,12.4404368,,0.54440222,103.9224087,0.100388967,0.050826865,12.01096968,31.32884024,62.20548655,43.4373344,20.79821829,-450.4946512,-8.567952808,-0.570475638,-72.83683243,3.030603624,0.01274269,0.0804269,
Bela,15-11-2023,1.377252345,11.93905254,,-0.59297166,104.8100462,0.100390287,2.556642447,12.01023963,31.33117835,62.21335047,43.4420219,20.80018452,-436.073081,-8.785105757,-0.569992735,-58.55970924,3.535708217,0.262924816,0.080426849,
Bela,16-11-2023,1.377697717,12.26393996,,0.3219953,99.28009994,0.100389327,-0.155917956,12.00945479,31.33333442,62.22114984,43.44575433,20.80276755,-414.826274,-10.03856289,-0.569113239,-36.40112299,2.540329191,0.263079033,0.080426782,
Bela,17-11-2023,1.88548881,12.68843956,,-0.343933569,101.0512659,0.10039303,1.149392306,12.00818449,31.33510163,62.22609089,43.44929775,20.80441213,-433.0218906,-10.8270185,-0.818201413,-52.25709334,0.044341617,0.013168463,0.080426865,
Bela,18-11-2023,1.378898198,13.2617085,,-0.429281184,100.9070756,0.100390962,1.542876525,12.0067836,31.33653157,62.22940335,43.45289465,20.80664127,-451.2061072,-8.883618931,-0.817140325,-68.32867744,1.047351332,0.013315801,0.080426995,
Bela,19-11-2023,1.379676354,13.6107204,,1.827230883,101.9449659,0.125391859,2.402541589,12.0052155,31.33771323,62.23466597,43.45561301,20.80963143,-426.6312363,-9.187454974,-0.565847172,-45.18997338,4.049712476,0.013540765,0.080427127,
Bela,20-11-2023,1.380476269,14.53494508,,4.113826387,102.3359976,0.100392724,3.336471767,12.0032879,31.33839916,62.23767922,43.45658333,20.81248782,-443.5126528,-11.97030057,-0.564662965,-62.57930493,2.303450172,0.263726818,0.080427358,
Bela,21-11-2023,3.176866966,14.78453566,,3.361590987,103.5415889,0.12539143,1.300497184,12.00114591,31.33895609,62.24247045,43.45883467,20.81622781,-463.9553736,-14.47167773,-0.563346782,-81.34211568,-1.19294769,0.263979328,0.080427469,
Bela,22-11-2023,1.381788898,12.60862028,,2.973008502,103.4143035,0.125390761,3.020086442,11.99881277,31.34001926,62.24484554,43.4601947,20.81954526,-467.3199166,-10.94279053,-0.562100813,-83.28291656,1.561836046,0.014265321,0.080427524,
Bela,23-11-2023,2.580787212,11.28280562,,0.729306645,103.0007022,0.100393363,3.840222174,11.99637761,31.34105314,62.24899066,43.46177525,20.82338713,-473.7747288,-6.64829594,-0.810930123,-87.48062685,4.066892009,0.014571573,0.080427482,
Bela,24-11-2023,1.383203021,10.50703794,,-5.592268648,101.7989357,0.100392335,-0.569713645,11.99360252,31.34214222,62.25476589,43.46422154,20.82670726,-471.9523896,-9.606709765,-0.809895924,-85.18206224,1.323457322,0.264870575,0.080427139,
Bela,25-11-2023,1.38377877,9.206299253,,-9.211820386,102.923054,0.100392883,3.886593376,11.99056308,31.34343844,62.26081937,43.46584926,20.82941411,-459.7500547,-10.82998404,-0.55891423,-71.75220696,0.328611975,0.26525202,0.080426962,
Bela,26-11-2023,1.384614481,10.2306472,,-7.284159837,105.3674339,0.100390606,2.560713376,11.98778456,31.34429902,62.27062645,43.46602828,20.8330705,-463.6522538,-7.817730999,-0.557937694,-73.85837551,3.084966059,0.265687263,0.080426739,
Bela,27-11-2023,1.38520833,9.80426975,,-0.891671047,100.629732,0.100388972,3.502618403,11.98473278,31.34523646,62.28110366,43.46521263,20.83665179,-461.9282597,-8.555648653,-0.557067171,-71.22486654,2.840181415,0.266069442,0.080426961,
Bela,28-11-2023,1.385837099,9.302380338,,-3.630114047,103.0901516,0.100387562,3.441171244,11.98186498,31.34550317,62.2904681,43.46634269,20.84024409,-465.4167408,-9.286060671,-0.556268964,-73.97020942,2.345529026,0.016493343,0.080428031,
Bela,29-11-2023,1.386462602,10.4761339,,-7.123182338,102.2379719,0.100386305,3.627835095,11.97917202,31.34500453,62.30234155,43.46554639,20.84485008,-483.1838369,-3.015418284,-0.805502565,-86.50774517,3.351027469,0.016926362,0.080430429,
Bela,30-11-2023,1.387549728,10.47505429,,-3.316245815,101.6334241,0.100383601,2.439412728,12.15232185,31.61898242,61.81567325,41.71737433,20.84926536,-510.3103342,-13.7511374,-0.804548037,-117.6594718,-2.145837928,0.01730445,0.080434714,
Bela,01-12-2023,1.38946882,9.74815305,,-2.490457066,103.4968064,0.100380907,2.575845484,11.2743241,31.19215244,65.07673794,46.96557142,21.60343329,-479.8642034,-12.25029746,-0.803448308,-90.15707056,2.856410185,0.017671383,0.330429733,
Bela,02-12-2023,1.389667163,8.321779268,,-1.692049616,104.4077418,0.100375672,2.335911107,11.27224563,31.18990002,65.08321658,46.96483923,21.60660876,-486.9018583,-12.01246989,-0.8024332,-95.80739537,2.857077347,0.018017099,0.330431084,
Bela,03-12-2023,1.390251494,8.671267368,,3.299298766,107.1256504,0.150371188,0.920296588,11.2696087,31.18747084,65.09374014,46.96252437,21.61001701,-476.489886,-11.28084222,-0.801538525,-83.59642384,2.858031114,0.2683071,0.080438535,
Bela,04-12-2023,1.391014471,7.945279626,,-2.410109111,104.7420899,0.125371187,4.35286757,11.26714434,31.18597983,65.10880499,46.96008152,21.61320734,-471.0975711,-7.29583527,-0.800503124,-74.88626404,4.860238532,0.268630465,0.080436567,
Bela,05-12-2023,1.390047556,7.394901852,,-9.603872136,102.4918309,0.100371766,-0.4408558,11.26513244,31.18593213,65.12809798,46.95576214,21.61580595,-487.3533398,-6.551269068,-0.799419023,-90.39420413,5.861057736,0.018909994,0.080436579,
Bela,06-12-2023,1.390647457,7.5446028,,-7.941864401,104.6816337,0.100368585,0.187893648,11.26304258,31.18489699,65.14893546,46.95266366,21.61797222,-502.0975009,-11.54437371,-0.798486406,-106.123375,2.113458144,0.019200682,0.080437718,
Bela,07-12-2023,1.390377753,8.819029759,,-0.743856849,104.0903884,0.10036683,-1.108149526,11.26158753,31.18421289,65.16924537,46.94995396,21.61983042,-503.1014418,-13.28309338,-0.797575887,-106.0681989,0.11513973,0.019536103,0.080439588,
Bela,08-12-2023,1.395805246,9.31940434,,3.807520068,105.0079137,0.125363752,-1.280192355,11.26098964,31.18380611,65.18838682,46.94798485,21.62177711,-501.9462948,-12.77984603,-0.796618995,-104.9738632,2.116581144,0.019841587,0.08044174,
Bela,09-12-2023,1.394068653,10.09464243,,0.41706586,104.6153958,0.125362357,-1.328592362,11.26024633,31.18261973,65.20619182,46.94605949,21.62372725,-491.1055767,-10.037687,-0.795827667,-91.77953136,4.117492445,0.020176708,0.080443732,
Bela,10-12-2023,2.241390382,10.068961,,-0.19623292,104.1176213,0.125360635,-0.480179447,11.25990994,31.18139818,65.22375992,46.94398465,21.62620912,-465.6904579,-10.54754993,-0.795108077,-65.85918066,4.369086497,0.270438796,0.080445495,
Bela,11-12-2023,1.390299976,10.4185017,,0.198068949,103.1617658,0.100362023,-1.18547548,11.2601571,31.18019257,65.24197164,46.94206005,21.62872732,-476.2290709,-11.54685735,-0.044366818,-73.63161305,2.371136779,0.270546829,0.080447013,
Bela,12-12-2023,1.389145303,10.49407665,,5.903819108,102.0646692,0.125359381,-1.496280542,11.26053066,31.17901055,65.25791726,46.94172323,21.63094378,-494.6749753,-8.275370297,-0.043737329,-89.14732285,3.123140247,0.020535626,0.080448205,
Bela,13-12-2023,1.388875479,10.88276693,,5.054609625,104.4552978,0.150358759,-1.063751308,11.26043323,31.178936,65.27635761,46.94169679,21.63424374,-481.8324638,-7.485387088,-0.793006044,-78.74276009,5.623341287,0.27059597,0.080449186,
Bela,14-12-2023,1.387233659,10.39606619,,8.134855915,105.7109125,0.125360128,-1.389554884,11.25988913,31.17904124,65.29644357,46.9401243,21.63755632,-492.4695887,-11.44489695,-0.792010451,-89.61700249,2.874178733,0.270716288,0.080450088,
Bela,15-12-2023,1.385435888,10.04714127,,5.426603068,105.9494877,0.15036058,-1.199071372,11.25964986,31.17911627,65.31514804,46.93866481,21.64140513,-501.8265203,-11.91921404,0.459073819,-99.21993562,5.124234393,0.020853507,0.08045107,
Bela,16-12-2023,1.385710747,8.773288099,,1.770241543,106.0248316,0.10036389,-0.242335704,11.26008996,31.17991375,65.33334806,46.93673717,21.64523818,-483.8665922,-7.413377342,0.46005172,-78.93017253,8.374350456,0.02100818,0.080452064,
Bela,17-12-2023,1.386299455,9.299227009,,0.970384663,101.4599658,0.100365629,-1.141651751,11.2607494,31.18066958,65.3503656,46.9331998,21.64829846,-472.020729,-5.929196444,-0.038989461,-64.07413822,7.624005338,0.02114043,0.080453248,
Bela,18-12-2023,3.054028399,8.175240006,,3.680168114,106.7235792,0.1253653,-1.719117458,11.26186392,31.18169884,65.36500415,46.93050755,21.65175593,-490.7408991,-6.456924861,-0.037907441,-81.49651257,7.121722966,0.021274189,0.080454777,
Bela,19-12-2023,1.720543681,6.576639142,,3.133794929,106.2078279,0.100367989,-2.02110556,11.26314956,31.18221911,65.3802858,46.928916,21.65534192,-498.6334798,-9.48489511,-0.536873478,-89.63074124,5.118751053,0.021308254,0.080456596,
Bela,20-12-2023,1.387849672,4.202886854,,-4.307250369,104.207157,0.100369314,-1.719509534,11.26436975,31.18297499,65.3952326,46.92829577,21.65849152,-498.4055268,-8.503988763,0.714116654,-91.11071431,9.615178457,0.021410342,0.080458728,
Bela,21-12-2023,1.388265504,3.279412629,,-14.60867315,101.9392823,0.150370002,-1.786831236,11.26586428,31.18352414,65.40683214,46.93013043,21.66159928,-493.461896,-7.763662672,0.465221316,-82.72324689,7.361460171,0.021622645,0.080461147,
Bela,22-12-2023,1.389063019,4.105796096,,-17.23182117,100.780254,0.100374899,-1.173430337,11.26787245,31.18409537,65.41840198,46.92946169,21.66495301,-491.8752483,-9.274474518,-0.783692056,-77.38847403,1.856512773,0.0217725,0.080463821,
Bela,23-12-2023,1.388540073,4.207250078,,-13.51860927,101.3441119,0.125376151,-2.607882199,11.26987135,31.18398784,65.42976994,46.92867686,21.66821117,-494.9804567,-10.54219533,0.217435783,-82.91652619,5.103752772,0.022018963,0.080466842,
Bela,24-12-2023,1.388987554,5.783458024,,-18.04431378,101.072545,0.100380055,-1.820859672,11.27174532,31.18354103,65.43535482,46.92765445,21.67137898,-492.6591625,-11.81022525,0.46876181,-81.39264338,6.600374627,0.022322803,0.080469807,
Bela,25-12-2023,1.388949704,8.222889517,,-15.34638969,99.81259615,0.100383946,-1.342019497,11.27329466,31.18104671,65.42942326,46.92964658,21.67487726,-511.7884873,-9.565904704,-0.52980744,-94.80915468,3.844326161,0.022629555,0.08047295,
Bela,26-12-2023,1.389921139,7.274396417,,-9.284426285,101.4356639,0.100385877,-1.572254751,11.27255865,31.17630083,65.41605113,46.9328957,21.6779212,-510.415125,-9.307274585,-0.77832693,-89.64979756,1.089627252,0.022975876,0.080476178,
Bela,27-12-2023,1.389146062,6.337745941,,-13.46325578,97.67685069,0.125390052,-1.95820359,11.27159752,31.17217164,65.41247899,46.93330922,21.68113413,-497.3908945,-4.544482513,-0.776889683,-73.59585454,3.085536999,0.273237926,0.08047933,
Bela,28-12-2023,1.391283312,5.01322816,,-15.31665483,96.15823037,0.1753941,-1.619000149,11.27216879,31.17100571,65.41315757,46.93353858,21.68573915,-503.2138498,-2.042560022,-0.7754905,-79.32149304,6.330874259,0.273459446,0.08048251,
Bela,29-12-2023,2.427955854,5.988827339,,-17.79297841,98.09322506,0.125396977,-2.098128189,11.27251277,31.16736442,65.40418038,46.93762105,21.68953761,-503.7515406,-4.555146849,-0.774117947,-80.6283263,5.576606017,0.023696603,0.080485881,
Bela,30-12-2023,2.728590671,7.476967644,,-9.788957301,100.1581746,0.100400635,-1.994823533,11.27299296,31.16236865,65.39506307,46.94185508,21.69379045,-488.9031961,7.166002469,-0.77282238,-59.45388511,12.07235181,0.023986703,0.080489429,
Bela,31-12-2023,2.033827565,6.815126385,,0.79570376,103.9272383,0.100404489,-1.21669355,11.42275383,31.63211426,66.62950144,44.44194482,21.69732142,-539.3750261,-10.11837404,-0.771354657,-111.4860125,-1.181184107,0.024271011,0.080493288,
Bheempoor,01-11-2022,0.869510543,15.91370594,,47.07227632,100.115587,0.075617025,5.090505528,10.97349713,29.55076603,63.00471711,41.30126077,20.7492244,-37.79053546,-8.915576202,-0.538914825,-54.01012187,6.65554109,0.000337046,0.067018626,
Bheempoor,02-11-2022,0.530949272,15.61541578,,47.52628764,100.082371,0.07561745,5.876239529,10.97148968,29.55044156,63.00610557,41.30015412,20.7488731,-27.55985847,-7.134320852,-0.538449107,-39.36699047,4.405457136,0.25060681,0.067018901,
Bheempoor,03-11-2022,0.533785153,17.2671281,,45.69429093,97.20820854,0.075617653,4.133074215,10.9699138,29.55205784,63.00974218,41.3006677,20.74849735,-49.43471684,-7.339872875,-0.537791557,-57.77768057,1.40396569,0.250828739,0.067018964,
Bheempoor,04-11-2022,0.53633701,17.61859738,,39.64613137,97.02217807,0.075618223,4.087204898,10.96674772,29.55100703,63.01643594,41.30189737,20.74768231,-54.24662193,-8.769798811,-0.037324987,-61.83804995,1.153449046,0.001024564,0.067018863,
Bheempoor,05-11-2022,0.538470074,16.69471008,,44.89232186,97.12177846,0.075618844,4.396086281,10.96377444,29.54796018,63.01947821,41.30410651,20.74603159,-41.0004382,-9.193351174,0.21323411,-50.46411473,3.40363571,0.001294275,0.067018868,
Bheempoor,06-11-2022,0.540560238,15.97101132,,40.86429111,97.24226575,0.07561986,3.540140664,10.96315385,29.54757956,63.02669033,41.30645727,20.74468079,-41.27146091,-10.39528288,0.213760098,-50.23245272,2.154847884,0.001597483,0.067019131,
Bheempoor,07-11-2022,0.542217932,16.19746185,,44.72090854,97.20902757,0.075620767,3.634568462,10.96381798,29.54878652,63.03691893,41.30781518,20.74355962,-53.243977,-11.6410894,-0.035778764,-60.01693731,-1.093071145,0.00188514,0.067019376,
