Mandal,Date,Rain (mm),Min Temp,Max Temp,Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph),SO2,Nox,PM 10,NH3,PM 2.5,Petrol Vehicle,Diesel Vehicle,Electric Vehicle,1-3 seater,4-7 seater,8-20 seater,20+ seater,AQI
Gadiguda,28-11-2023,-1.351895341,10.95097321,,-60.2306091,91.64739064,-0.039605323,0.958804694,11.98186498,31.34550317,62.2904681,43.46634269,20.84024409,-465.4167408,-9.286060671,-0.556268964,-73.97020942,2.345529026,0.016493343,0.080428031,
Gadiguda,29-11-2023,-1.348152805,11.50177431,,-62.56436372,91.88140432,-0.039619103,2.825045976,11.97917202,31.34500453,62.30234155,43.46554639,20.84485008,-483.1838369,-3.015418284,-0.805502565,-86.50774517,3.351027469,0.016926362,0.080430429,
Gadiguda,30-11-2023,-1.344992712,11.97786939,,-60.75370953,91.18646821,-0.039633782,1.090187396,12.15232185,31.61898242,61.81567325,41.71737433,20.84926536,-510.3103342,-13.7511374,-0.804548037,-117.6594718,-2.145837928,0.01730445,0.080434714,
Gadiguda,01-12-2023,-1.343474956,11.32868742,,-58.86257912,93.92682475,-0.039658543,1.428590231,11.2743241,31.19215244,65.07673794,46.96557142,21.60343329,-479.8642034,-12.25029746,-0.803448308,-90.15707056,2.856410185,0.017671383,0.330429733,
Gadiguda,02-12-2023,-1.346706999,10.00460826,,-61.39139603,95.43668397,-0.039665546,3.088698571,11.27224563,31.18990002,65.08321658,46.96483923,21.60660876,-486.9018583,-12.01246989,-0.8024332,-95.80739537,2.857077347,0.018017099,0.330431084,
Gadiguda,03-12-2023,-1.348897062,10.48055565,,-56.5576491,95.32602404,-0.039668132,-0.303127612,11.2696087,31.18747084,65.09374014,46.96252437,21.61001701,-476.489886,-11.28084222,-0.801538525,-83.59642384,2.858031114,0.2683071,0.080438535,
Gadiguda,04-12-2023,-1.352145608,9.531794819,,-62.26348446,94.36593422,-0.039667972,1.927559903,11.26714434,31.18597983,65.10880499,46.96008152,21.61320734,-471.0975711,-7.29583527,-0.800503124,-74.88626404,4.860238532,0.268630465,0.080436567,
Gadiguda,05-12-2023,-1.356902306,9.557805694,,-68.10096323,92.74589995,-0.039649165,1.881113814,11.26513244,31.18593213,65.12809798,46.95576214,21.61580595,-487.3533398,-6.551269068,-0.799419023,-90.39420413,5.861057736,0.018909994,0.080436579,
Gadiguda,06-12-2023,-1.362705833,9.908547793,,-66.64747611,93.52005501,-0.039633381,1.633464061,11.26304258,31.18489699,65.14893546,46.95266366,21.61797222,-502.0975009,-11.54437371,-0.798486406,-106.123375,2.113458144,0.019200682,0.080437718,
Gadiguda,07-12-2023,-1.369105869,10.85947702,,-63.44318448,93.21799641,-0.039619042,2.208487239,11.26158753,31.18421289,65.16924537,46.94995396,21.61983042,-503.1014418,-13.28309338,-0.797575887,-106.0681989,0.11513973,0.019536103,0.080439588,
Gadiguda,08-12-2023,-1.376237108,11.00941802,,-58.58017433,93.5421906,-0.039593513,1.431663445,11.26098964,31.18380611,65.18838682,46.94798485,21.62177711,-501.9462948,-12.77984603,-0.796618995,-104.9738632,2.116581144,0.019841587,0.08044174,
Gadiguda,09-12-2023,-1.393953759,11.15877038,,-59.35820438,93.08983406,-0.039597422,1.751121255,11.26024633,31.18261973,65.20619182,46.94605949,21.62372725,-491.1055767,-10.037687,-0.795827667,-91.77953136,4.117492445,0.020176708,0.080443732,
Gadiguda,10-12-2023,-1.404529134,11.80935438,,-62.36461492,91.21811128,-0.014571687,1.591443181,11.25990994,31.18139818,65.22375992,46.94398465,21.62620912,-465.6904579,-10.54754993,-0.795108077,-65.85918066,4.369086497,0.270438796,0.080445495,
Gadiguda,11-12-2023,-1.419052874,11.58566467,,-61.37548183,92.00294869,-0.039560105,2.726459581,11.2601571,31.18019257,65.24197164,46.94206005,21.62872732,-476.2290709,-11.54685735,-0.044366818,-73.63161305,2.371136779,0.270546829,0.080447013,
Gadiguda,12-12-2023,-1.435110463,11.33619037,,-54.306819,90.59557063,-0.014529209,1.331451164,11.26053066,31.17901055,65.25791726,46.94172323,21.63094378,-494.6749753,-8.275370297,-0.043737329,-89.14732285,3.123140247,0.020535626,0.080448205,
Gadiguda,13-12-2023,-1.45023922,11.86165287,,-53.8261256,92.02855144,0.060494595,0.70742679,11.26043323,31.178936,65.27635761,46.94169679,21.63424374,-481.8324638,-7.485387088,-0.793006044,-78.74276009,5.623341287,0.27059597,0.080449186,
Gadiguda,14-12-2023,-1.470499133,11.388242,,-55.20483687,93.19173088,0.010496709,1.106113232,11.25988913,31.17904124,65.29644357,46.9401243,21.63755632,-492.4695887,-11.44489695,-0.792010451,-89.61700249,2.874178733,0.270716288,0.080450088,
Gadiguda,15-12-2023,-1.494477805,11.18940529,,-55.15716837,94.2735134,0.160477248,1.830101765,11.25964986,31.17911627,65.31514804,46.93866481,21.64140513,-501.8265203,-11.91921404,0.459073819,-99.21993562,5.124234393,0.020853507,0.08045107,
Gadiguda,16-12-2023,-1.511554447,9.965161939,,-57.58865607,91.56155795,-0.039533275,2.906183199,11.26008996,31.17991375,65.33334806,46.93673717,21.64523818,-483.8665922,-7.413377342,0.46005172,-78.93017253,8.374350456,0.02100818,0.080452064,
Gadiguda,17-12-2023,-1.527913309,10.51604022,,-60.18825824,89.24403595,1.210485389,2.335157002,11.2607494,31.18066958,65.3503656,46.9331998,21.64829846,-472.020729,-5.929196444,-0.038989461,-64.07413822,7.624005338,0.02114043,0.080453248,
Gadiguda,18-12-2023,0.264766685,9.841294219,,-53.13639657,96.3801507,0.560464717,2.567613101,11.26186392,31.18169884,65.36500415,46.93050755,21.65175593,-490.7408991,-6.456924861,-0.037907441,-81.49651257,7.121722966,0.021274189,0.080454777,
Gadiguda,19-12-2023,-1.450699337,8.716730925,,-49.25202182,95.06550969,0.360430153,2.426321019,11.26314956,31.18221911,65.3802858,46.928916,21.65534192,-498.6334798,-9.48489511,-0.536873478,-89.63074124,5.118751053,0.021308254,0.080456596,
Gadiguda,20-12-2023,-1.615669856,7.067420969,,-60.83631274,91.60147059,0.16042628,2.234116364,11.26436975,31.18297499,65.3952326,46.92829577,21.65849152,-498.4055268,-8.503988763,0.714116654,-91.11071431,9.615178457,0.021410342,0.080458728,
Gadiguda,21-12-2023,-1.652870952,5.243360201,,-70.68615113,88.89306413,0.010438528,1.463839802,11.26586428,31.18352414,65.40683214,46.93013043,21.66159928,-493.461896,-7.763662672,0.465221316,-82.72324689,7.361460171,0.021622645,0.080461147,
Gadiguda,22-12-2023,-1.693639775,6.14550054,,-76.26337043,87.61486715,-0.039561618,1.51261694,11.26787245,31.18409537,65.41840198,46.92946169,21.66495301,-491.8752483,-9.274474518,-0.783692056,-77.38847403,1.856512773,0.0217725,0.080463821,
Gadiguda,23-12-2023,-1.740546171,6.047477219,,-70.84800868,87.40889299,-0.014567375,0.729945721,11.26987135,31.18398784,65.42976994,46.92867686,21.66821117,-494.9804567,-10.54219533,0.217435783,-82.91652619,5.103752772,0.022018963,0.080466842,
Gadiguda,24-12-2023,-1.791472572,7.42404324,,-77.3519362,88.30916848,-0.039573116,0.791943323,11.27174532,31.18354103,65.43535482,46.92765445,21.67137898,-492.6591625,-11.81022525,0.46876181,-81.39264338,6.600374627,0.022322803,0.080469807,
Gadiguda,25-12-2023,-1.849562226,9.400612218,,-72.82723501,88.48719331,-0.039573336,0.700094388,11.27329466,31.18104671,65.42942326,46.92964658,21.67487726,-511.7884873,-9.565904704,-0.52980744,-94.80915468,3.844326161,0.022629555,0.08047295,
Gadiguda,26-12-2023,-1.78737292,8.926783293,,-67.43670058,89.43128953,-0.039551922,0.706871977,11.27255865,31.17630083,65.41605113,46.9328957,21.6779212,-510.415125,-9.307274585,-0.77832693,-89.64979756,1.089627252,0.022975876,0.080476178,
Gadiguda,27-12-2023,-1.99609293,8.653590162,,-71.36099978,82.41449097,-0.039534335,1.388835834,11.27159752,31.17217164,65.41247899,46.93330922,21.68113413,-497.3908945,-4.544482513,-0.776889683,-73.59585454,3.085536999,0.273237926,0.08047933,
Gadiguda,28-12-2023,-2.088247529,6.580814531,,-77.34619029,79.36329441,0.035476292,2.622458036,11.27216879,31.17100571,65.41315757,46.93353858,21.68573915,-503.2138498,-2.042560022,-0.7754905,-79.32149304,6.330874259,0.273459446,0.08048251,
Gadiguda,29-12-2023,-2.197379429,8.482515246,,-75.18443178,89.36038665,-0.014498926,1.406664564,11.27251277,31.16736442,65.40418038,46.93762105,21.68953761,-503.7515406,-4.555146849,-0.774117947,-80.6283263,5.576606017,0.023696603,0.080485881,
Gadiguda,30-12-2023,4.931397447,9.908393399,,-72.23296795,90.59522448,-0.03948528,0.59250266,11.27299296,31.16236865,65.39506307,46.94185508,21.69379045,-488.9031961,7.166002469,-0.77282238,-59.45388511,12.07235181,0.023986703,0.080489429,
Gadiguda,31-12-2023,-2.251371872,8.984422346,,-59.60837801,90.95477537,-0.039499463,1.45489899,11.42275383,31.63211426,66.62950144,44.44194482,21.69732142,-539.3750261,-10.11837404,-0.771354657,-111.4860125,-1.181184107,0.024271011,0.080493288,
Gudihathnur,01-11-2022,0.813140391,15.92117645,,35.77730074,85.3794925,0.003022164,7.556203485,10.97349713,29.55076603,63.00471711,41.30126077,20.7492244,-37.79053546,-8.915576202,-0.538914825,-54.01012187,6.65554109,0.000337046,0.067018626,
Gudihathnur,02-11-2022,4.347582721,15.94612975,,34.52334803,85.31271137,0.00323311,6.40353047,10.97148968,29.55044156,63.00610557,41.30015412,20.7488731,-27.55985847,-7.134320852,-0.538449107,-39.36699047,4.405457136,0.25060681,0.067018901,
Gudihathnur,03-11-2022,0.893503296,16.67181326,,35.53727273,86.63781752,0.003467017,6.909145599,10.9699138,29.55205784,63.00974218,41.3006677,20.74849735,-49.43471684,-7.339872875,-0.537791557,-57.77768057,1.40396569,0.250828739,0.067018964,
Gudihathnur,04-11-2022,0.814920174,17.37244641,,33.93730263,87.19072766,0.003643806,8.01093565,10.96674772,29.55100703,63.01643594,41.30189737,20.74768231,-54.24662193,-8.769798811,-0.037324987,-61.83804995,1.153449046,0.001024564,0.067018863,
Gudihathnur,05-11-2022,0.919992197,16.57338515,,33.65652195,87.72837564,0.003771651,6.348632744,10.96377444,29.54796018,63.01947821,41.30410651,20.74603159,-41.0004382,-9.193351174,0.21323411,-50.46411473,3.40363571,0.001294275,0.067018868,
Gudihathnur,06-11-2022,0.816201295,15.67399056,,30.74234652,87.06269183,0.003886714,6.682639559,10.96315385,29.54757956,63.02669033,41.30645727,20.74468079,-41.27146091,-10.39528288,0.213760098,-50.23245272,2.154847884,0.001597483,0.067019131,
Gudihathnur,07-11-2022,0.816610053,16.22368716,,31.53244754,81.99546887,0.003963906,4.246747564,10.96381798,29.54878652,63.03691893,41.30781518,20.74355962,-53.243977,-11.6410894,-0.035778764,-60.01693731,-1.093071145,0.00188514,0.067019376,
Gudihathnur,08-11-2022,0.816741279,14.79792892,,29.55669861,80.56679542,0.004003822,6.023039012,10.96418865,29.55070143,63.04676303,41.3062229,20.74310609,-33.84341047,-10.15107665,-0.035262258,-40.61739114,1.158680408,0.002144622,0.06701974,
Gudihathnur,09-11-2022,0.817312488,13.09739443,,25.31448704,83.26272211,0.004043101,4.759080727,10.96471524,29.55318961,63.05591202,41.30618898,20.74313214,-11.50526567,-7.396102565,0.215154985,-17.60784553,5.160739903,0.252362052,0.067019973,
Gudihathnur,10-11-2022,0.817589256,12.89741336,,24.43030906,82.0786709,0.004062565,4.894890349,10.96478332,29.55603517,63.06507659,41.30772486,20.74320799,-41.38055202,-8.365429161,-0.034633273,-47.20429656,4.913042294,0.252510229,0.067020157,
Gudihathnur,11-11-2022,0.818040232,12.74732266,,23.13257438,77.47151998,0.004090361,5.157016765,10.9647725,29.55981608,63.07451784,41.31074676,20.74333472,-44.91102123,-8.30766089,0.215940454,-49.1149193,4.916874104,0.002700274,0.067020267,
Gudihathnur,12-11-2022,0.818324842,14.34704344,,21.48661172,76.51200814,0.004126811,6.613663114,10.96464242,29.5636009,63.08417763,41.31518193,20.74399029,-16.3707185,-6.984791106,-0.033226912,-19.26687599,6.170791071,0.002848692,0.067020276,
Gudihathnur,13-11-2022,0.818950244,14.89705043,,29.37406985,85.64761903,0.004131181,8.743790952,10.96446079,29.56669619,63.0936291,41.32091144,20.74531626,-38.22770143,-7.160724871,-0.28236562,-37.93232952,4.42568786,0.003043697,0.067020209,
Gudihathnur,14-11-2022,0.819621078,15.82212931,,32.64012469,82.27004304,0.004129809,7.935249481,10.9642952,29.56948225,63.10294989,41.32639504,20.74677188,-50.6103697,-5.849771198,-0.281519503,-46.7164734,3.681387909,0.003211984,0.067020002,
Gudihathnur,15-11-2022,1.362752925,15.74758207,,35.27572246,83.45161323,0.004121798,6.846309062,10.96356515,29.57182036,63.11081382,41.33108255,20.74873812,-36.1887995,-6.066924146,-0.2810366,-32.43935021,4.186492502,0.253394111,0.067019952,
Gudihathnur,16-11-2022,0.819934114,15.74815685,,28.93431372,84.18193838,0.004139091,7.046592081,10.96278031,29.57397643,63.11861319,41.33481498,20.75132114,-14.94199253,-7.320381277,-0.280157104,-10.28076395,3.191113476,0.253548327,0.067019885,
Gudihathnur,17-11-2022,2.845612964,15.09878073,,31.56527775,86.51525062,0.004101112,7.498406437,10.96151001,29.57574364,63.12355424,41.3383584,20.75296573,-33.13760904,-8.10883689,-0.529245278,-26.1367343,0.695125901,0.003637757,0.067019968,
Gudihathnur,18-11-2022,0.925180015,16.44917889,,28.71834283,87.54942857,0.004100157,6.153443602,10.96010912,29.57717358,63.1268667,41.3419553,20.75519486,-51.32182572,-6.165437321,-0.52818419,-42.2083184,1.698135617,0.003785095,0.067020098,
Gudihathnur,19-11-2022,0.821688461,17.09930057,,34.7664297,89.22583592,0.004103642,8.439184614,10.95854102,29.57835525,63.13212932,41.34467366,20.75818503,-26.74695479,-6.469273363,-0.276891037,-19.06961435,4.700496761,0.00401006,0.067020229,
Gudihathnur,20-11-2022,0.821930554,17.1749279,,35.1591782,90.69971507,0.004109909,9.261577817,10.95661342,29.57904117,63.13514256,41.34564398,20.76104142,-43.6283713,-9.252118962,-0.27570683,-36.4589459,2.954234457,0.254196112,0.067020461,
Gudihathnur,21-11-2022,1.386497193,16.90081675,,34.83186755,90.62622693,0.004114404,5.424050369,10.95447143,29.57959811,63.13993379,41.34789532,20.7647814,-64.07109211,-11.75349612,-0.274390647,-55.22175664,-0.542163406,0.254448622,0.067020572,
Gudihathnur,22-11-2022,0.82315929,15.57635769,,36.45750418,87.90765977,0.004143677,7.112606131,10.95213829,29.58066128,63.14230888,41.34925535,20.76809886,-67.43563505,-8.224608915,-0.273144678,-57.16255753,2.212620331,0.004734615,0.067020627,
Gudihathnur,23-11-2022,1.241074145,14.80154192,,32.46613021,85.85942825,0.004181219,7.856755071,10.94970313,29.58169515,63.146454,41.3508359,20.77194072,-73.89044733,-3.930114329,-0.521973988,-61.36026782,4.717676294,0.005040867,0.067020585,
Gudihathnur,24-11-2022,0.824180014,13.7024093,,28.46423296,84.79163,0.004211141,6.835554953,10.94692804,29.58278423,63.15222923,41.35328219,20.77526085,-72.06810808,-6.888528154,-0.520939789,-59.0617032,1.974241607,0.25533987,0.067020242,
Gudihathnur,25-11-2022,0.824533969,12.8536007,,24.33036441,86.83816632,0.004284585,7.357705643,10.9438886,29.58408045,63.15828271,41.35490991,20.77796771,-59.86577317,-8.111802428,-0.269958095,-45.63184792,0.97939626,0.255721315,0.067020065,
Gudihathnur,26-11-2022,0.832493812,13.87937919,,26.90017756,80.643827,0.004350541,7.555755619,10.94111008,29.58494103,63.16808979,41.35508893,20.78162409,-63.76797234,-5.099549388,-0.268981559,-47.73801648,3.735750344,0.256156557,0.067019842,
Gudihathnur,27-11-2022,0.831502873,14.13007849,,30.61710618,79.86284176,0.004422131,5.808967567,10.9380583,29.58587848,63.178567,41.35427328,20.78520538,-62.04397821,-5.837467043,-0.268111036,-45.1045075,3.4909657,0.256538736,0.067020063,
Gudihathnur,28-11-2022,0.831872663,13.50674944,,27.35244832,80.05876803,0.00453161,7.248111905,10.9351905,29.58614518,63.18793145,41.35540334,20.78879768,-65.53245926,-6.56787906,-0.267312829,-47.84985038,2.996313311,0.006962637,0.067021133,
Gudihathnur,29-11-2022,0.831531451,13.80801057,,27.95654382,83.08405243,0.004642767,8.612558766,10.93249755,29.58564655,63.1998049,41.35460704,20.79340368,-83.29955538,-0.297236673,-0.51654643,-60.38738613,4.001811753,0.007395657,0.067023532,
Gudihathnur,30-11-2022,0.832606819,14.75799269,,28.23877901,78.5699758,0.004707667,8.259420468,11.10564737,29.85962444,62.7131366,39.60643498,20.79781895,-110.4260527,-11.03295579,-0.515591902,-91.53911277,-1.495053643,0.007773745,0.067027817,
Gudihathnur,01-12-2022,0.832885611,14.00781607,,28.31985893,82.0296268,0.004827061,9.305948632,10.22764962,29.43279445,65.97420129,44.85463207,21.55198689,-79.97992187,-9.532115847,-0.514492173,-64.03671152,3.507194469,0.008140677,0.317022835,
Gudihathnur,02-12-2022,0.828252932,12.88315208,,28.75767852,85.0297146,0.004910061,7.504599492,10.22557115,29.43054204,65.98067992,44.85389988,21.55516236,-87.01757679,-9.294288284,-0.513477065,-69.68703634,3.507861632,0.008486393,0.317024187,
Gudihathnur,03-12-2022,0.828892528,12.93348049,,32.10393418,90.10802304,0.004965552,7.414102412,10.22293422,29.42811285,65.99120349,44.85158502,21.5585706,-76.60560448,-8.562660612,-0.51258239,-57.4760648,3.508815399,0.258776394,0.067031638,
Gudihathnur,04-12-2022,0.829567268,12.78376444,,29.13955599,83.52447532,0.00501435,8.198424241,10.22046986,29.42662184,66.00626833,44.84914217,21.56176094,-71.21328957,-4.577653659,-0.511546989,-48.76590501,5.511022817,0.259099759,0.06702967,
Gudihathnur,05-12-2022,0.827556194,12.05923047,,23.35108207,79.92569916,0.005039914,9.184442065,10.21845796,29.42657415,66.02556133,44.84482279,21.56435955,-87.46905827,-3.833087458,-0.510462888,-64.2738451,6.511842021,0.009379288,0.067029682,
Gudihathnur,06-12-2022,0.827995837,12.85946001,,25.12358262,79.61612528,0.005046246,7.205384276,10.2163681,29.425539,66.0463988,44.84172431,21.56652581,-102.2132194,-8.826192099,-0.509530271,-80.00301594,2.764242428,0.009669976,0.06703082,
Gudihathnur,07-12-2022,0.830953404,13.5844449,,28.68466684,85.8085993,0.005047345,9.134636291,10.21491306,29.4248549,66.06670871,44.83901461,21.56838402,-103.2171603,-10.56491177,-0.508619752,-79.94783988,0.765924015,0.010005397,0.067032691,
Gudihathnur,08-12-2022,0.849923573,13.8592484,,32.89168932,85.65674645,0.005062084,7.009032366,10.21431517,29.42444812,66.08585016,44.8370455,21.57033071,-102.0620132,-10.06166442,-0.50766286,-78.85350418,2.767365428,0.010310881,0.067034843,
Gudihathnur,09-12-2022,0.850850078,14.13353072,,31.03301989,84.88530509,0.030119431,7.122142769,10.21357185,29.42326174,66.10365517,44.83512014,21.57228085,-91.22129523,-7.319505392,-0.506871532,-65.65917232,4.76827673,0.010646003,0.067036835,
Gudihathnur,10-12-2022,0.850625959,13.60830959,,29.54891865,85.06003355,0.005181694,8.391134667,10.21323546,29.4220402,66.12122327,44.8330453,21.57476271,-65.80617639,-7.829368318,-0.506151942,-39.73882162,5.019870781,0.26090809,0.067038597,
Gudihathnur,11-12-2022,0.850984468,14.68329282,,29.24288863,83.1284005,0.005212738,8.497927376,10.21348262,29.42083459,66.13943499,44.8311207,21.57728092,-76.34478938,-8.828675743,0.244589317,-47.51125401,3.021921063,0.261016123,0.067040115,
Gudihathnur,12-12-2022,0.851998358,14.40831745,,29.56433164,84.94695976,0.005234365,6.158692193,10.21385618,29.41965257,66.15538061,44.83078388,21.57949738,-94.79069382,-5.557188687,0.245218806,-63.02696381,3.773924532,0.01100492,0.067041307,
Gudihathnur,13-12-2022,0.851347406,14.95887718,,40.61885156,87.00133596,0.005219295,5.537741945,10.21375875,29.41957801,66.17382095,44.83075744,21.58279734,-81.94818232,-4.767205478,-0.504049909,-52.62240105,6.274125572,0.261065264,0.067042289,
Gudihathnur,14-12-2022,0.843622511,14.38395443,,36.93077262,88.50444732,0.005143441,6.785879303,10.21321465,29.41968325,66.19390691,44.82918495,21.58610991,-92.58530719,-8.72671534,-0.503054316,-63.49664345,3.524963018,0.261185582,0.067043191,
Gudihathnur,15-12-2022,0.842511898,14.05828512,,34.78212702,84.37726299,0.005082544,8.137335995,10.21297538,29.41975829,66.21261138,44.82772546,21.58995873,-101.9422388,-9.201032426,0.748029954,-73.09957658,5.775018677,0.011322801,0.067044173,
Gudihathnur,16-12-2022,0.84126426,13.08290029,,33.71713148,84.57172504,0.005110807,9.719417626,10.21341549,29.42055576,66.2308114,44.82579782,21.59379177,-83.98231068,-4.695195732,0.749007855,-52.80981349,9.02513474,0.011477474,0.067045167,
Gudihathnur,17-12-2022,0.841697275,13.60679805,,31.23892233,78.20080788,0.85516656,9.455485715,10.21407493,29.42131159,66.24782895,44.82226045,21.59685206,-72.13644745,-3.211014833,0.249966674,-37.95377918,8.274789623,0.011609725,0.06704635,
Gudihathnur,18-12-2022,2.555714924,12.53037493,,34.43902093,89.91030433,0.005063101,8.76642471,10.21518944,29.42234086,66.2624675,44.8195682,21.60030952,-90.85661761,-3.73874325,0.251048694,-55.37615353,7.77250725,0.011743483,0.06704788,
Gudihathnur,19-12-2022,0.973409623,10.65490503,,39.15942857,88.44101285,0.00499087,7.99661141,10.21647508,29.42286112,66.27774915,44.81797665,21.60389552,-98.74919832,-6.766713499,-0.247917343,-63.5103822,5.769535337,0.011777548,0.067049699,
Gudihathnur,20-12-2022,0.842253708,9.329473486,,31.63507012,87.1488003,0.005056732,8.597710779,10.21769527,29.42361701,66.29269594,44.81735642,21.60704512,-98.52124532,-5.785807152,1.003072789,-64.99035527,10.26596274,0.011879636,0.06705183,
Gudihathnur,21-12-2022,0.842849161,8.654029202,,23.62401924,78.97085019,0.005149973,7.656105137,10.2191898,29.42416616,66.30429548,44.81919108,21.61015287,-93.57761448,-5.045481061,0.754177451,-56.60288785,8.012244456,0.01209194,0.06705425,
Gudihathnur,22-12-2022,0.843576213,8.778932247,,16.74637746,77.76191953,0.005218033,6.738248598,10.22119798,29.42473739,66.31586532,44.81852234,21.6135066,-91.99096683,-6.556292907,-0.494735921,-51.26811499,2.507297057,0.012241794,0.067056924,
Gudihathnur,23-12-2022,0.857755088,8.553901447,,18.80314136,80.70320124,0.005224837,5.48303921,10.22319687,29.42462986,66.32723329,44.81773751,21.61676476,-95.0961752,-7.824013723,0.506391918,-56.79616715,5.754537056,0.012488257,0.067059944,
Gudihathnur,24-12-2022,0.857941378,9.978866241,,18.56849359,77.84915715,0.005243579,8.54039957,10.22507085,29.42418305,66.33281816,44.8167151,21.61993258,-92.77488099,-9.092043637,0.757717945,-55.27228435,7.251158912,0.012792098,0.06706291,
Gudihathnur,25-12-2022,0.858661778,11.85308112,,20.68075344,79.73531645,0.005247526,9.282034837,10.22662018,29.42168873,66.32688661,44.81870723,21.62343085,-111.9042058,-6.847723093,-0.240851305,-68.68879564,4.495110446,0.013098849,0.067066052,
Gudihathnur,26-12-2022,1.096194785,11.80226768,,25.34719196,79.24413898,0.00527297,8.239508361,10.22588417,29.41694285,66.31351447,44.82195635,21.6264748,-110.5308435,-6.589092974,-0.489370795,-63.52943852,1.740411537,0.01344517,0.067069281,
Gudihathnur,27-12-2022,0.860864542,11.47736306,,22.32387303,78.52981392,0.005354888,10.60943811,10.22492304,29.41281366,66.30994233,44.82236987,21.62968772,-97.50661301,-1.826300902,-0.487933548,-47.4754955,3.736321284,0.263707221,0.067072433,
Gudihathnur,28-12-2022,0.860476932,10.12764778,,17.43058435,73.23127725,0.005437568,10.5725354,10.22549431,29.41164773,66.31062092,44.82259923,21.63429275,-103.3295683,0.675621589,-0.486534365,-53.201134,6.981658544,0.26392874,0.067075613,
Gudihathnur,29-12-2022,0.860664914,10.30298499,,18.8589391,76.65025897,0.005509289,10.27877233,10.22583829,29.40800644,66.30164373,44.8266817,21.6380912,-103.8672591,-1.836965238,-0.485161811,-54.50796727,6.227390301,0.014165897,0.067078984,
Gudihathnur,30-12-2022,2.093446229,10.80348509,,23.49033361,83.30790839,0.005481332,9.266700441,10.22631848,29.40301066,66.29252641,44.83091573,21.64234405,-89.01891459,9.88418408,-0.483866245,-33.33352607,12.72313609,0.014455998,0.067082532,
Gudihathnur,31-12-2022,1.100063313,11.00379277,,29.56814364,84.51961783,0.030471673,8.975743531,10.37607935,29.87275627,67.52696478,42.33100547,21.64587501,-139.4907446,-7.400192434,-0.482398522,-85.36565343,-0.530399823,0.014740305,0.06708639,
Gudihathnur,01-01-2023,0.693627772,11.32568481,,27.90431849,81.97935571,0.240004714,9.194989073,11.20097122,29.84132178,62.26027527,38.32979681,21.14892795,-99.99105676,-2.245543821,-0.480436456,-45.16702458,4.513343955,0.015052523,0.067097258,
Gudihathnur,02-01-2023,2.843926641,11.14629448,,27.63649731,85.54264866,0.439976944,7.842808722,11.20006105,29.83401437,62.24344043,38.32740084,21.15112067,-102.789378,0.560305765,-0.479203646,-45.17420282,6.109413163,0.015286763,0.067095826,
Gudihathnur,03-01-2023,0.694781392,10.46766117,,27.52076409,86.62535977,-0.160020722,5.301770444,11.19954522,29.82832757,62.22209644,38.32538708,21.15264435,-101.8047102,0.57515121,-0.478083043,-43.50613846,6.506008712,0.015479958,0.067099339,
Gudihathnur,04-01-2023,0.695238721,11.12750654,,23.3745353,86.45174239,-0.140059201,7.858178905,11.19923536,29.82124204,62.20223503,38.32423076,21.15479021,-105.5737348,0.772225267,-0.076938624,-44.64425638,4.902327854,0.015750777,0.067102089,
Gudihathnur,05-01-2023,0.69598234,9.88844054,,18.89098931,83.82246577,-0.160103568,9.626282888,11.19805589,29.81462692,62.17619426,38.32293514,21.15668049,-115.4685997,-3.241994821,0.524136862,-53.93233229,2.098179806,0.015908351,0.067103815,
Gudihathnur,06-01-2023,0.695806996,12.30811332,,20.28796369,82.34837117,-0.160109507,6.431954858,11.19750318,29.80777738,62.15362732,38.32138697,21.15865983,-117.206797,-6.878102879,0.92524596,-58.11986518,2.293977718,0.216042229,0.067105246,
Gudihathnur,07-01-2023,0.696849715,13.94785615,,26.10347573,85.61092488,-0.160137876,6.417687751,11.19570175,29.80041772,62.12714739,38.31955767,21.15980693,-109.9871389,-4.14425045,0.326262941,-50.62582164,4.488540599,0.216082642,0.0671066,
Gudihathnur,08-01-2023,0.697182602,14.20817789,,29.52028119,84.38289313,-0.160140164,9.081601557,11.19438616,29.79312037,62.10159479,38.31745991,21.16155294,-118.9932206,-5.022486278,-0.472741047,-59.59064426,3.883643683,0.016103319,0.06710822,
Gudihathnur,09-01-2023,0.697965248,11.24847406,,28.46799373,81.80155637,-0.160095376,5.068843482,11.1932388,29.78544275,62.07751044,38.31471842,21.16327422,-124.8495677,-7.501942921,-0.071593037,-64.41576563,1.880244639,0.016144438,0.067110021,
Gudihathnur,10-01-2023,2.95472325,11.02858766,,21.5226308,78.66452462,-0.160105463,8.900876613,11.19222632,29.77784049,62.05407036,38.31171931,21.16488418,-116.3670395,-6.166740219,0.129533665,-55.15695256,2.876303377,0.416269181,0.067112102,
Gudihathnur,11-01-2023,8.81622875,11.38864331,,20.53229549,78.19398634,-0.160136772,5.014664839,11.19128727,29.77049194,62.03243923,38.30780806,21.16639654,-123.5126326,-4.208963556,-0.26927465,-60.42594444,3.272378428,0.416330922,0.067113965,
Gudihathnur,12-01-2023,1.687153259,12.92881032,,23.49459525,83.05216756,-0.160131502,6.329639035,11.19056447,29.76332668,62.01239866,38.30354082,21.16800785,-134.4864826,-6.22817652,-0.468156188,-70.72374053,1.867894347,0.016403076,0.067115697,
